0,-0.18492,4.0835,-3.2823,0.57431,2.8085,0
1,-3.884,1.3732,2.8868,2.3551,6.222,0
2,1.4888,2.0977,-2.9208,-2.0141,-5.6631,0
3,1.9758,4.9894,-0.93498,3.2953,-1.0145,0
4,-2.3266,0.074702,0.6114,1.3724,1.6765,0
5,4.6855,1.2758,1.794,9.3215,3.6328,0
6,4.6803,-2.1158,0.81985,2.2946,-0.37404,0
7,0.99988,-3.6967,6.2643,-2.2223,2.2445,0
8,2.0947,-0.71274,5.9157,2.7795,-1.8138,0
9,1.6367,2.1714,2.9291,2.7926,0.96493,0
10,0.55265,-0.40005,1.3252,-0.39769,0.15316,0
11,3.2901,-2.4581,-1.3731,1.5258,3.8095,0
12,-0.65217,4.2778,-0.33426,-0.84158,-0.74437,0
13,7.6623,-0.11954,-3.1682,0.68784,-1.9656,0
14,0.70359,1.1966,-0.073842,2.2203,-1.4777,0
15,1.4546,1.3113,-0.36299,4.4888,2.1948,0
16,4.3131,0.88767,6.3036,3.9777,-0.22886,0
17,1.2906,2.4779,3.3094,-6.5379,5.3892,0
18,0.82583,0.45674,1.2447,1.9672,2.9802,0
19,-1.3843,-3.9628,0.17145,3.4599,2.2698,0
20,1.996,-1.6939,1.2982,1.098,0.74598,0
21,-2.8958,1.5551,3.3483,3.9093,2.6179,0
22,3.2557,-2.2326,7.7603,4.1502,6.1325,0
23,5.9835,0.78185,2.0304,5.0971,-4.9703,0
24,-0.96255,-1.7615,3.6397,5.054,5.6602,0
25,3.6868,-1.9401,3.0879,4.1789,0.55943,0
26,4.8748,-1.3507,2.714,-3.6534,0.86897,0
27,-3.6684,-0.45302,4.0546,-1.5243,3.8327,0
28,-3.2101,1.3132,4.8278,3.5573,3.5218,0
29,2.8262,1.1199,1.1822,-1.7972,-3.8947,0
30,-0.086882,4.3151,0.10733,-0.81905,-3.5763,0
31,3.1828,0.77416,1.7299,3.2178,3.1517,0
32,3.5596,-2.9768,4.0398,1.4866,-1.193,0
33,3.2485,1.5421,4.6975,4.6715,-2.9468,0
34,4.9835,1.9186,-0.57836,-3.0846,-0.47624,0
35,3.1186,2.4424,3.7864,2.8283,0.43738,0
36,4.6853,3.1629,0.53332,-3.8344,-2.8197,0
37,-2.4946,4.6854,0.041883,-3.3186,-2.6646,0
38,1.0534,-0.36411,2.6742,2.151,2.3002,0
39,0.64262,2.0011,3.8461,0.98679,-4.228,0
40,-3.6995,0.70178,-0.66101,-2.4655,4.543,0
41,1.8847,-0.36849,-3.4461,-0.27714,2.5568,0
42,-2.0566,7.2928,0.89871,-0.659,0.16328,0
43,5.3582,0.97941,2.7088,-1.3935,1.0187,0
44,-1.3025,-3.195,1.3002,1.8636,-1.4217,0
45,2.699,6.7294,5.7823,-2.8209,-1.8444,0
46,1.7707,2.3195,0.057424,1.919,2.2611,0
47,-1.6529,-2.3679,3.4352,-4.678,3.5055,0
48,-5.3992,2.4017,-1.3047,2.4101,4.8587,0
49,0.93521,5.0418,-2.7396,1.6976,0.47016,0
50,-1.9191,-1.7326,3.0497,3.5773,3.4361,0
51,2.9562,1.8836,-3.1282,-1.4326,6.3033,0
52,2.636,1.0305,-2.8519,2.689,7.6621,0
53,6.1901,-1.6287,-0.76532,-2.3048,-0.46092,0
54,2.8866,5.002,-3.4159,3.281,7.581,0
55,-0.81801,1.0152,2.7254,-5.0491,0.24967,0
56,2.2538,3.0012,0.21768,1.851,-0.92397,0
57,-1.9146,-1.1966,-2.8313,-1.523,2.1915,0
58,1.0542,-0.68525,-1.6156,-1.5073,0.49394,0
59,0.96811,2.1969,-1.9098,1.2184,4.3381,0
60,1.1129,1.5942,0.83489,0.066428,2.9999,0
61,0.1592,6.6801,-6.194,3.184,-3.9439,0
62,4.3978,0.82055,-1.0333,0.54341,-8.0794,0
63,-4.5092,7.2477,-3.1244,3.6524,2.6118,0
64,2.3973,5.916,2.0387,-0.21276,-1.8551,0
65,3.7997,-4.2248,2.8454,1.4997,4.0836,0
66,3.3056,-3.491,1.4913,2.332,6.0316,0
67,2.8463,-0.24157,0.74543,4.389,-1.4356,0
68,1.2337,0.7352,-6.8552,2.0661,3.4664,0
69,3.144,1.5281,1.1339,0.24624,1.5636,0
70,2.8195,3.9607,-1.5792,-3.2874,-1.2723,0
71,0.34584,-0.96285,0.25331,-1.0388,5.5464,0
72,-0.019632,-1.0011,0.067013,1.9743,-0.37307,0
73,0.22511,0.57732,-2.425,-2.2661,4.1286,0
74,-3.3126,0.72303,2.7899,2.1568,6.1486,0
75,0.41076,2.0292,1.769,4.4752,-4.617,0
76,1.4681,4.4705,-0.002908,1.7079,9.8757,0
77,2.0572,3.2342,3.726,1.8838,5.5393,0
78,5.4433,-3.4624,5.7846,2.8318,4.9321,0
79,0.059851,3.2379,-2.2748,4.3505,-1.1128,0
80,2.9825,3.9029,0.97195,5.4043,0.82874,0
81,3.5099,3.4393,-2.2821,-2.332,-3.5755,0
82,3.9354,5.4953,3.3022,1.9573,-2.2791,0
83,-1.8635,1.9203,2.5502,3.017,-1.1427,0
84,1.7489,-0.66004,-0.50204,0.13499,2.6662,0
85,1.8264,0.90984,-0.62788,8.3478,7.1935,0
86,-1.9105,-6.3617,-1.2104,3.3954,5.1727,0
87,-1.1134,2.4395,3.8272,-1.1339,-0.23253,0
88,4.3597,1.9852,0.30419,3.4323,-5.1306,0
89,0.71828,-0.53041,0.60024,3.1323,2.0317,0
90,2.2824,-0.54624,-2.7255,2.9408,-1.2046,0
91,1.3767,-1.9168,1.9876,-3.9081,-4.5152,0
92,-0.79362,0.92163,9.1206,6.5738,3.8539,0
93,-0.56594,2.2202,1.9188,-3.6085,2.5106,0
94,2.4437,0.4387,-3.2187,3.9283,3.5675,0
95,-1.7369,-0.53128,1.7901,-2.1317,0.13141,0
96,3.4563,1.4289,-3.2576,1.7652,-0.43222,0
97,2.8197,0.94438,1.4955,4.0219,0.89665,0
98,-1.3524,-1.8522,-4.0295,2.9699,0.33235,0
99,0.31595,5.0409,3.2073,1.4448,2.0661,0
100,-2.4506,2.1944,4.4751,-1.2857,6.2708,0
101,-5.4942,4.3607,5.7056,1.2782,2.0084,0
102,4.0718,0.12059,5.2006,-0.83839,3.3218,0
103,-0.44313,-2.2325,-1.2245,-4.1222,6.5912,0
104,2.0949,3.7928,2.3777,-1.4453,0.04237,0
105,1.8149,1.4766,3.783,3.1524,3.8148,0
